state,date,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator
PR,2021-01-18,1,13,55,1,13,55,3,68,9204,69,5036,69,396,68,22,69,51,68,1,68,6,68,450,69,57,68,53,69,352,68,294,69,44,68,7,68,696,69,0.5471534115601913,69,5036,9204,0.08075040783034258,68,396,4904,0.04390730679676239,68,396,9019,0.08571428571428572,68,57,665,0.646551724137931,69,450,696
PR,2021-01-17,1,0,68,1,0,68,4,68,9118,69,5008,69,386,68,14,69,42,68,1,68,4,68,442,69,53,68,54,69,344,68,289,69,42,68,7,68,684,69,0.5492432550998025,69,5008,9118,0.07916324856439705,68,386,4876,0.04321056755849099,68,386,8933,0.08116385911179173,68,53,653,0.6461988304093568,69,442,684
PR,2021-01-16,1,0,68,1,0,68,4,68,9467,69,5310,69,401,68,24,69,35,68,2,68,6,68,452,69,53,68,50,69,367,68,297,69,34,68,10,68,686,69,0.560895743107637,69,5310,9467,0.07735339506172839,68,401,5184,0.04320189614307261,68,401,9282,0.08091603053435115,68,53,655,0.6588921282798834,69,452,686
PR,2021-01-15,1,0,68,1,0,68,4,68,9416,69,5234,69,397,68,18,69,35,68,3,68,7,68,429,69,50,68,50,69,366,68,298,69,31,68,15,68,683,69,0.5558623619371283,69,5234,9416,0.07784313725490197,68,397,5100,0.043007258151879536,68,397,9231,0.07668711656441718,68,50,652,0.6281112737920937,69,429,683
PR,2021-01-14,1,0,68,1,0,68,4,68,9475,69,5333,69,420,68,22,69,47,68,1,68,11,68,415,69,51,68,54,69,377,68,308,69,43,68,15,68,675,69,0.5628496042216359,69,5333,9475,0.08083140877598152,68,420,5196,0.04520990312163617,68,420,9290,0.07919254658385093,68,51,644,0.6148148148148148,69,415,675
PR,2021-01-13,9,59,1,10,58,1,4,68,9464,69,5095,69,406,68,21,69,35,68,0,68,13,68,430,69,60,68,60,69,367,68,315,69,39,68,12,68,687,69,0.5383558748943365,69,5095,9464,0.08182184602982669,68,406,4962,0.043754714947731435,68,406,9279,0.09146341463414634,68,60,656,0.6259097525473072,69,430,687
PR,2021-01-12,0,1,68,0,1,68,3,68,9414,69,4894,69,405,68,29,69,43,68,0,68,8,68,438,69,76,68,70,69,379,68,302,69,26,68,7,68,674,69,0.5198640322923306,69,4894,9414,0.08506616257088846,68,405,4761,0.04388341098710586,68,405,9229,0.1181959564541213,68,76,643,0.6498516320474778,69,438,674
PR,2021-01-11,1,0,68,1,0,68,4,68,9339,69,4802,69,408,68,22,69,44,68,0,68,12,68,414,69,69,68,63,69,382,68,302,69,26,68,6,68,664,69,0.5141878145411715,69,4802,9339,0.08727272727272728,68,408,4675,0.044570679484378414,68,408,9154,0.10900473933649289,68,69,633,0.6234939759036144,69,414,664
PR,2021-01-10,0,1,68,0,1,68,3,68,9290,69,4779,69,417,68,14,69,35,68,0,68,6,68,411,69,65,68,59,69,387,68,300,69,30,68,10,68,661,69,0.5144241119483315,69,4779,9290,0.08950418544752092,68,417,4659,0.04579398198989677,68,417,9106,0.10317460317460317,68,65,630,0.6217851739788199,69,411,661
PR,2021-01-09,1,0,68,1,0,68,5,68,9361,69,4714,69,434,68,33,69,42,68,0,68,7,68,419,69,75,68,65,69,393,68,303,69,41,68,9,68,660,69,0.5035786774917209,69,4714,9361,0.0943683409436834,68,434,4599,0.04729214340198322,68,434,9177,0.1192368839427663,68,75,629,0.6348484848484849,69,419,660
PR,2021-01-08,0,1,68,0,1,68,3,68,9321,69,4604,69,437,68,36,69,41,68,2,68,6,68,402,69,76,68,65,69,400,68,300,69,37,68,7,68,648,69,0.4939384186246111,69,4604,9321,0.09745762711864407,68,437,4484,0.04782751450147751,68,437,9137,0.12317666126418152,68,76,617,0.6203703703703703,69,402,648
PR,2021-01-07,0,1,68,0,1,68,3,68,9293,69,4694,69,430,68,12,69,37,68,4,68,11,68,421,69,69,68,57,69,398,68,310,69,32,68,5,68,662,69,0.505111374152588,69,4694,9293,0.09423624808240193,68,430,4563,0.04721642692434391,68,430,9107,0.10935023771790808,68,69,631,0.6359516616314199,69,421,662
PR,2021-01-06,9,54,6,10,53,6,4,68,9301,69,4645,69,439,68,33,69,46,68,0,68,6,68,423,69,64,68,65,69,412,68,343,69,27,68,4,68,667,69,0.4994086657348672,69,4645,9301,0.09755555555555556,68,439,4500,0.04816236972024136,68,439,9115,0.10062893081761007,68,64,636,0.6341829085457271,69,423,667
PR,2021-01-05,0,1,68,0,1,68,4,68,9360,69,4493,69,440,68,31,69,53,68,0,68,4,68,429,69,69,68,62,69,415,68,322,69,25,68,4,68,659,69,0.48002136752136754,69,4493,9360,0.1008711600183402,68,440,4362,0.0479668592608743,68,440,9173,0.10987261146496816,68,69,628,0.6509863429438544,69,429,659
PR,2021-01-04,0,1,68,0,1,68,6,68,9137,69,4268,69,433,68,11,69,35,68,0,68,11,68,404,69,77,68,67,69,401,68,320,69,32,68,0,68,657,69,0.4671117434606545,69,4268,9137,0.10461464121768543,68,433,4139,0.048379888268156424,68,433,8950,0.12300319488817892,68,77,626,0.6149162861491628,69,404,657
PR,2021-01-03,0,1,68,0,1,68,6,68,8910,69,3959,69,431,68,15,69,39,68,0,68,13,68,392,69,74,68,66,69,397,68,327,69,34,68,1,68,643,69,0.44433221099887765,69,3959,8910,0.1125914315569488,68,431,3828,0.049409606786655964,68,431,8723,0.12091503267973856,68,74,612,0.609642301710731,69,392,643
PR,2021-01-02,0,1,68,0,1,68,4,68,9215,69,4245,69,401,68,16,69,28,68,1,68,7,68,403,69,73,68,68,69,392,68,335,69,9,68,1,68,663,69,0.46066196418882255,69,4245,9215,0.09742468415937804,68,401,4116,0.04441736818785999,68,401,9028,0.11550632911392406,68,73,632,0.6078431372549019,69,403,663
PR,2021-01-01,0,1,68,0,1,68,5,68,9339,69,4523,69,440,68,32,69,39,68,1,68,5,68,407,69,76,68,70,69,429,68,338,69,11,68,2,68,665,69,0.4843130956205161,69,4523,9339,0.1,68,440,4400,0.04807692307692308,68,440,9152,0.11987381703470032,68,76,634,0.6120300751879699,69,407,665
PR,2020-12-31,0,1,68,0,1,68,8,68,9376,69,4699,69,446,68,33,69,48,68,3,68,6,68,410,69,78,68,70,69,420,68,338,69,26,68,3,68,676,69,0.5011732081911263,69,4699,9376,0.09757164734193831,68,446,4571,0.048536293394275766,68,446,9189,0.12093023255813953,68,78,645,0.606508875739645,69,410,676
PR,2020-12-30,9,54,6,10,53,6,7,68,9374,69,4732,69,467,68,45,69,26,68,1,68,12,68,403,69,80,68,71,69,430,68,349,69,37,68,3,68,667,69,0.5048005120546192,69,4732,9374,0.10172075800479198,68,467,4591,0.050832698378143026,68,467,9187,0.12578616352201258,68,80,636,0.6041979010494752,69,403,667
PR,2020-12-29,0,1,68,0,1,68,8,68,9229,69,4461,69,479,68,34,69,55,68,1,68,10,68,411,69,77,68,78,69,450,68,347,69,29,68,5,68,682,69,0.48336764546538086,69,4461,9229,0.11100811123986096,68,479,4315,0.052975005529750055,68,479,9042,0.11827956989247312,68,77,651,0.6026392961876833,69,411,682
PR,2020-12-28,1,0,68,1,0,68,8,68,9050,69,4341,69,456,68,25,69,44,66,0,68,11,66,391,69,80,68,78,69,430,68,336,69,26,68,5,68,661,69,0.4796685082872928,69,4341,9050,0.10875268304316718,68,456,4193,0.051449847681371993,68,456,8863,0.12698412698412698,68,80,630,0.5915279878971256,69,391,661
PR,2020-12-27,1,0,68,1,0,68,9,68,9098,69,4176,69,453,68,14,69,25,68,2,68,6,68,418,69,88,68,83,69,439,68,354,69,14,68,6,68,671,69,0.4590019784568037,69,4176,9098,0.11235119047619048,68,453,4032,0.050836045337223655,68,453,8911,0.1375,68,88,640,0.6229508196721312,69,418,671
PR,2020-12-26,1,0,68,1,0,68,12,68,9178,69,4294,69,458,68,21,69,32,68,0,68,3,68,413,69,82,68,81,69,443,68,386,69,15,68,3,68,672,69,0.4678579211157115,69,4294,9178,0.1099639855942377,68,458,4165,0.050939828717606495,68,458,8991,0.12792511700468018,68,82,641,0.6145833333333334,69,413,672
PR,2020-12-25,1,0,68,1,0,68,11,68,9416,69,4749,69,485,68,21,69,37,68,1,68,5,68,432,69,87,68,79,69,466,68,407,69,19,68,5,68,677,69,0.5043542905692439,69,4749,9416,0.10470639032815199,68,485,4632,0.052551739083324306,68,485,9229,0.1346749226006192,68,87,646,0.638109305760709,69,432,677
PR,2020-12-24,1,0,68,1,0,68,14,68,9555,69,5013,69,541,68,34,69,38,68,1,68,6,68,441,69,90,68,80,69,516,68,439,69,25,68,6,68,670,69,0.524646781789639,69,5013,9555,0.1106565759869094,68,541,4889,0.05774978650725875,68,541,9368,0.14084507042253522,68,90,639,0.6582089552238806,69,441,670
PR,2020-12-23,10,53,6,11,52,6,12,68,9497,69,5021,69,569,68,32,69,40,68,1,68,10,68,472,69,86,68,81,69,546,68,470,69,23,68,2,68,704,69,0.5286932715594398,69,5021,9497,0.1164790174002047,68,569,4885,0.06111707841031149,68,569,9310,0.1277860326894502,68,86,673,0.6704545454545454,69,472,704
PR,2020-12-22,1,0,68,1,0,68,13,68,9477,69,5014,69,568,68,27,69,48,67,0,68,5,67,440,69,93,68,85,69,553,68,490,69,15,68,0,68,698,69,0.5290703809222328,69,5014,9477,0.11656064026267186,68,568,4873,0.06114101184068891,68,568,9290,0.13943028485757122,68,93,667,0.6303724928366762,69,440,698
PR,2020-12-21,1,0,68,1,0,68,11,68,9363,69,4924,69,546,68,31,64,47,63,0,63,3,63,446,69,94,68,87,64,531,68,414,64,15,68,2,63,687,69,0.5258998184342625,69,4924,9363,0.11391612768620905,68,546,4793,0.05950305143853531,68,546,9176,0.14329268292682926,68,94,656,0.6491994177583698,69,446,687
PR,2020-12-20,1,0,68,1,0,68,12,68,9423,69,5085,69,567,68,42,64,49,63,2,63,6,63,456,69,94,68,89,64,543,68,418,64,24,68,7,63,680,69,0.5396370582617,69,5085,9423,0.11452231872349021,68,567,4951,0.061390212213079255,68,567,9236,0.1448382126348228,68,94,649,0.6705882352941176,69,456,680
PR,2020-12-19,1,0,68,1,0,68,15,68,9562,69,5362,69,591,68,29,69,71,67,1,68,9,67,464,69,97,68,90,69,564,68,476,69,27,68,6,68,684,69,0.5607613469985359,69,5362,9562,0.11317502872462658,68,591,5222,0.06304,68,591,9375,0.14854517611026033,68,97,653,0.6783625730994152,69,464,684
PR,2020-12-18,1,0,68,1,0,68,18,68,9611,69,5396,69,605,68,29,68,60,67,0,67,8,67,455,69,97,68,85,68,582,68,491,68,23,68,3,67,679,69,0.5614400166475914,69,5396,9611,0.11523809523809524,68,605,5250,0.06419779286926995,68,605,9424,0.14969135802469136,68,97,648,0.6701030927835051,69,455,679
PR,2020-12-17,1,0,68,1,0,68,16,67,9463,69,5287,69,641,67,42,69,70,67,1,68,10,67,465,69,99,67,92,69,612,67,499,69,29,67,4,68,677,69,0.5587023142766564,69,5287,9463,0.1275875796178344,67,641,5024,0.07004698940006557,67,641,9151,0.15325077399380804,67,99,646,0.6868537666174298,69,465,677
PR,2020-12-16,10,53,6,11,52,6,13,67,9470,69,5307,69,626,67,36,67,60,66,0,66,8,66,460,69,98,67,90,67,589,67,471,67,37,67,4,66,679,69,0.5604012671594509,69,5307,9470,0.1242556570067487,67,626,5038,0.06835553614326272,67,626,9158,0.15123456790123457,67,98,648,0.6774668630338734,69,460,679
PR,2020-12-15,1,0,68,1,0,68,14,67,9421,69,5074,69,626,67,21,67,55,66,0,66,13,66,432,69,96,67,92,67,578,67,459,67,48,67,3,65,676,69,0.5385840144358348,69,5074,9421,0.13044384246718066,67,626,4799,0.06877609316633707,67,626,9102,0.14883720930232558,67,96,645,0.6390532544378699,69,432,676
PR,2020-12-14,1,0,68,1,0,68,16,67,9266,69,5051,69,650,67,19,63,59,63,1,62,18,63,459,68,101,67,95,63,604,67,448,63,46,67,5,61,683,68,0.5451111590761926,69,5051,9266,0.13513513513513514,67,650,4810,0.07251227130745203,67,650,8964,0.1549079754601227,66,101,652,0.6720351390922401,68,459,683
PR,2020-12-13,1,0,68,1,0,68,23,66,9298,69,5294,69,660,67,38,66,63,66,2,65,18,66,477,69,96,67,90,66,624,67,478,66,36,66,7,65,681,69,0.5693697569369757,69,5294,9298,0.13035749555599446,67,660,5063,0.07336594041796354,67,660,8996,0.1476923076923077,67,96,650,0.7004405286343612,69,477,681
PR,2020-12-12,1,0,68,1,0,68,12,66,9406,69,5361,69,684,67,41,68,65,65,0,67,6,65,472,69,104,66,95,68,656,67,501,68,28,66,5,67,680,69,0.5699553476504359,69,5361,9406,0.13338533541341654,67,684,5128,0.07509881422924901,67,684,9108,0.16024653312788906,66,104,649,0.6941176470588235,69,472,680
PR,2020-12-11,1,0,68,1,0,68,15,66,9368,69,5350,69,682,67,45,67,66,66,0,66,10,66,483,69,109,67,100,67,649,67,528,67,33,66,7,66,680,69,0.5710930828351836,69,5350,9368,0.13369927465202902,67,682,5101,0.07519294377067255,67,682,9070,0.1679506933744222,67,109,649,0.7102941176470589,69,483,680
PR,2020-12-10,1,0,68,1,0,68,14,66,9381,69,5319,69,692,67,32,66,65,62,2,65,7,62,480,69,99,67,96,66,649,67,538,66,43,66,11,65,680,69,0.5669971218420211,69,5319,9381,0.1368400237294839,67,692,5057,0.0762870686804101,67,692,9071,0.15254237288135594,67,99,649,0.7058823529411765,69,480,680
PR,2020-12-09,10,51,8,11,50,8,11,66,9298,69,5131,69,678,67,39,66,73,65,2,65,14,65,469,69,95,67,95,66,640,67,526,66,38,66,9,65,691,69,0.5518391051839105,69,5131,9298,0.13899138991389914,67,678,4878,0.07547589892018257,67,678,8983,0.14393939393939395,67,95,660,0.678726483357453,69,469,691
PR,2020-12-08,1,0,68,1,0,68,12,66,9408,69,5058,69,661,67,31,66,54,65,1,65,7,65,469,69,104,67,103,66,636,67,510,66,25,66,6,64,686,69,0.5376275510204082,69,5058,9408,0.13871983210912905,67,661,4765,0.07294195541822997,67,661,9062,0.15877862595419848,67,104,655,0.6836734693877551,69,469,686
PR,2020-12-07,1,0,68,1,0,68,12,66,9335,69,5047,69,657,67,25,64,35,63,1,63,6,63,463,69,106,67,98,64,625,67,499,64,32,66,6,63,690,69,0.540653454740225,69,5047,9335,0.1372467098391477,67,657,4787,0.0729675699689027,67,657,9004,0.16084977238239756,67,106,659,0.6710144927536232,69,463,690
PR,2020-12-06,1,0,68,1,0,68,12,66,9349,69,5130,69,695,67,20,62,35,65,0,61,12,65,453,69,107,67,90,62,650,67,431,62,45,66,4,61,678,69,0.5487217884265697,69,5130,9349,0.14276910435497125,67,695,4868,0.07707663302650548,67,695,9017,0.16537867078825347,67,107,647,0.668141592920354,69,453,678
PR,2020-12-05,1,0,68,1,0,68,9,66,9429,69,5333,69,695,67,45,65,64,65,1,64,12,65,473,69,102,67,100,65,658,67,487,65,37,66,3,64,682,69,0.5655955032347014,69,5333,9429,0.13708086785009863,67,695,5070,0.07639881279542707,67,695,9097,0.15668202764976957,67,102,651,0.6935483870967742,69,473,682
PR,2020-12-04,1,0,68,1,0,68,9,68,9572,69,5424,69,709,68,49,69,67,68,2,68,11,68,473,69,91,68,93,69,672,68,520,69,37,68,5,68,678,69,0.5666527371500208,69,5424,9572,0.13364750235626768,68,709,5305,0.075546084176878,68,709,9385,0.14064914992272023,68,91,647,0.6976401179941003,69,473,678
PR,2020-12-03,1,0,68,1,0,68,11,65,9488,69,5300,69,688,66,41,64,69,65,0,63,5,65,461,69,97,66,91,64,658,66,490,64,30,65,2,63,676,69,0.5586003372681282,69,5300,9488,0.1372979445220515,66,688,5011,0.07569589613818901,66,688,9089,0.15569823434991975,66,97,623,0.6819526627218935,69,461,676
PR,2020-12-02,10,52,7,10,52,7,7,66,9412,69,5077,69,693,66,48,66,61,65,1,65,6,65,463,69,98,66,94,66,666,66,487,66,27,66,3,65,674,69,0.5394177645558861,69,5077,9412,0.14467640918580377,66,693,4790,0.07682926829268293,66,693,9020,0.15755627009646303,66,98,622,0.6869436201780416,69,463,674
PR,2020-12-01,1,0,68,1,0,68,7,66,9410,69,4847,69,700,66,33,66,67,65,0,65,10,65,446,69,100,66,104,66,665,66,481,66,35,66,2,65,672,69,0.5150903294367694,69,4847,9410,0.15521064301552107,66,700,4510,0.0779423226812159,66,700,8981,0.16129032258064516,66,100,620,0.6636904761904762,69,446,672
PR,2020-11-30,1,0,68,1,0,68,6,66,9035,67,4588,67,672,66,22,67,37,64,1,66,8,64,435,69,99,66,97,67,635,66,447,67,37,66,1,66,668,69,0.507802988378528,67,4588,9035,0.15160689333954355,64,651,4294,0.07549576713440798,64,651,8623,0.16045380875202594,66,99,617,0.6511976047904192,69,435,668
PR,2020-11-29,1,0,68,1,0,68,5,65,9070,68,4642,69,659,65,28,66,48,63,0,65,12,63,442,69,102,65,98,66,620,65,453,66,39,65,0,65,685,69,0.49922822491730984,68,4528,9070,0.15240518038852913,65,659,4324,0.07419429631347091,64,640,8626,0.1608832807570978,65,102,634,0.6452554744525547,69,442,685
PR,2020-11-28,1,0,68,1,0,68,5,67,9298,69,4622,69,623,67,27,66,35,66,0,65,5,66,443,69,92,67,92,66,590,67,444,66,33,67,3,65,677,69,0.49709614970961497,69,4622,9298,0.1390004462293619,67,623,4482,0.06902282295590516,67,623,9026,0.14696485623003194,67,92,626,0.654357459379616,69,443,677
PR,2020-11-27,1,0,68,1,0,68,4,67,9058,68,4654,68,630,67,30,68,50,66,0,67,12,66,458,69,102,67,90,68,598,67,396,68,32,67,0,67,680,69,0.5137999558401413,68,4654,9058,0.13559698180204172,66,611,4506,0.06951871657754011,66,611,8789,0.16164817749603805,67,102,631,0.6735294117647059,69,458,680
PR,2020-11-26,1,0,68,1,0,68,4,67,9376,69,5088,69,653,67,40,68,66,66,2,67,20,66,460,69,97,67,85,68,618,67,470,68,35,67,4,67,675,69,0.5426621160409556,69,5088,9376,0.1323469801378192,67,653,4934,0.07169521299956083,67,653,9108,0.15495207667731628,67,97,626,0.6814814814814815,69,460,675
PR,2020-11-25,9,53,7,10,52,7,5,67,9369,69,5126,69,660,67,43,68,52,66,1,67,19,66,472,69,104,67,88,68,621,67,460,68,39,67,9,67,676,69,0.5471234923684491,69,5126,9369,0.1333872271624899,67,660,4948,0.07255139056831923,67,660,9097,0.16666666666666666,67,104,624,0.6982248520710059,69,472,676
PR,2020-11-24,1,0,68,1,0,68,5,67,9306,69,5010,69,688,67,29,68,64,66,0,67,17,66,479,69,110,67,91,68,644,67,494,68,44,67,9,67,674,69,0.5383623468729851,69,5010,9306,0.1423841059602649,67,688,4832,0.07615674119991145,67,688,9034,0.17684887459807075,67,110,622,0.7106824925816023,69,479,674
PR,2020-11-23,1,0,68,1,0,68,6,67,9302,69,5171,69,670,67,26,68,43,66,1,67,9,66,467,69,99,67,79,68,635,67,456,68,35,67,7,67,680,69,0.5559019565684798,69,5171,9302,0.13524424707307225,67,670,4954,0.0742546824781115,67,670,9023,0.15764331210191082,67,99,628,0.6867647058823529,69,467,680
PR,2020-11-22,1,0,68,1,0,68,2,67,9321,69,5369,69,665,67,30,68,60,66,1,67,16,67,471,69,97,67,69,68,630,67,468,68,35,67,7,67,680,69,0.5760111576011158,69,5369,9321,0.12842796446504443,67,665,5178,0.07348878329097137,67,665,9049,0.15445859872611464,67,97,628,0.6926470588235294,69,471,680
PR,2020-11-21,1,0,68,1,0,68,5,67,9454,69,5497,69,678,67,50,68,69,66,2,67,15,66,473,69,98,67,80,68,634,67,490,68,44,67,8,67,679,69,0.5814470065580707,69,5497,9454,0.12734785875281743,67,678,5324,0.07379993469032328,67,678,9187,0.15580286168521462,67,98,629,0.6966126656848306,69,473,679
PR,2020-11-20,1,0,68,1,0,68,3,67,9534,69,5590,69,661,67,52,68,72,66,1,67,7,65,473,69,98,67,80,68,625,67,483,68,36,67,4,67,671,69,0.5863226347807846,69,5590,9534,0.12229417206290472,67,661,5405,0.07136687540488015,67,661,9262,0.15780998389694043,67,98,621,0.7049180327868853,69,473,671
PR,2020-11-19,1,0,68,1,0,68,2,67,9448,69,5550,69,607,67,46,68,78,66,1,67,9,66,471,69,91,67,78,68,571,67,437,68,36,67,5,67,671,69,0.5874259102455546,69,5550,9448,0.11362785473605391,67,607,5342,0.06615082824760245,67,607,9176,0.1470113085621971,67,91,619,0.7019374068554396,69,471,671
PR,2020-11-18,8,53,8,9,52,8,3,67,9401,69,5391,69,590,67,41,68,66,65,1,67,20,64,467,69,85,67,77,68,559,67,449,68,31,67,7,67,674,69,0.5734496330177641,69,5391,9401,0.11359260685406238,67,590,5194,0.06462920363676197,67,590,9129,0.13687600644122383,67,85,621,0.6928783382789317,69,467,674
