state,date,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator
PR,2020-11-17,1,0,68,1,0,68,3,67,9279,69,5207,69,596,67,41,68,65,66,3,67,7,66,436,69,85,67,81,68,563,67,447,68,33,67,6,67,703,69,0.5611596077163488,69,5207,9279,0.11905713144226927,67,596,5006,0.06616341030195382,67,596,9008,0.13076923076923078,67,85,650,0.620199146514936,69,436,703
PR,2020-11-16,1,0,68,1,0,68,3,67,9170,68,5130,69,562,67,29,67,44,65,6,66,13,65,466,69,83,67,71,67,529,67,401,67,33,67,3,66,677,69,0.5461286804798255,68,5008,9170,0.11376518218623481,67,562,4940,0.061517736865738665,66,548,8908,0.1330128205128205,67,83,624,0.6883308714918759,69,466,677
PR,2020-11-15,1,0,68,1,0,68,3,67,8995,68,5114,69,543,67,20,68,56,66,1,67,6,65,463,69,90,67,75,68,517,67,379,68,26,67,1,67,688,69,0.5549749861033908,68,4992,8995,0.11011965118637193,67,543,4931,0.06060953253895509,66,529,8728,0.14173228346456693,67,90,635,0.6729651162790697,69,463,688
PR,2020-09-12,9,50,8,11,48,8,6,66,9811,67,5374,67,434,66,30,67,103,66,0,66,20,66,485,67,70,66,53,67,402,66,240,67,32,66,3,66,730,67,0.5477525226786261,67,5374,9811,0.0822436990714421,66,434,5277,0.04508622480781217,66,434,9626,0.10014306151645208,66,70,699,0.6643835616438356,67,485,730
PR,2020-09-11,9,50,8,9,50,8,4,66,9765,67,5390,67,414,66,31,67,106,66,0,66,18,66,486,67,68,66,53,67,374,66,223,67,40,66,6,66,727,67,0.5519713261648745,67,5390,9765,0.07837940174176448,66,414,5282,0.043215031315240085,66,414,9580,0.09770114942528736,66,68,696,0.6685006877579092,67,486,727
PR,2020-09-10,9,50,8,9,50,8,5,66,9729,67,5341,67,434,66,33,67,106,66,1,66,16,66,476,67,70,66,53,67,391,66,238,67,43,66,8,66,733,67,0.5489772844074416,67,5341,9729,0.08295107033639144,66,434,5232,0.04546883184913567,66,434,9545,0.09971509971509972,66,70,702,0.6493860845839018,67,476,733
PR,2020-09-09,9,50,8,9,50,8,5,66,9622,67,5117,67,418,66,14,66,82,64,0,66,13,66,465,67,71,66,57,67,371,66,242,67,47,66,10,66,724,67,0.5318021201413428,67,5117,9622,0.08344979037732082,66,418,5009,0.044284352155948725,66,418,9439,0.10245310245310245,66,71,693,0.6422651933701657,67,465,724
PR,2020-09-08,9,50,8,9,50,8,5,66,9390,67,5089,67,396,66,15,67,55,66,0,66,4,66,476,67,80,66,59,67,362,66,236,67,34,66,12,66,730,67,0.5419595314164004,67,5089,9390,0.07958199356913183,66,396,4976,0.043010752688172046,66,396,9207,0.11444921316165951,66,80,699,0.6520547945205479,67,476,730
PR,2020-09-07,9,50,8,9,50,8,5,66,9709,67,5103,67,386,66,7,67,68,66,2,66,3,66,467,67,81,66,65,67,356,66,245,67,30,66,10,66,731,67,0.5255948089401586,67,5103,9709,0.07724634780868521,66,386,4997,0.04052068024354399,66,386,9526,0.11571428571428571,66,81,700,0.6388508891928865,67,467,731
PR,2020-09-06,9,50,8,9,50,8,6,66,9808,67,5228,67,392,66,7,67,68,66,1,66,10,66,488,67,73,66,65,67,350,66,255,67,42,66,11,66,747,67,0.5330342577487766,67,5228,9808,0.07645796762239127,66,392,5127,0.04072727272727273,66,392,9625,0.10195530726256984,66,73,716,0.6532797858099063,67,488,747
PR,2020-09-05,9,50,8,9,50,8,4,66,9855,67,5503,67,388,66,18,67,83,66,2,66,12,66,502,67,76,66,61,67,344,66,255,67,44,66,11,66,757,67,0.5583967529173008,67,5503,9855,0.07181195632056266,66,388,5403,0.040115798180314306,66,388,9672,0.1046831955922865,66,76,726,0.6631439894319683,67,502,757
PR,2020-09-04,9,49,9,9,49,9,7,66,9749,67,5424,67,404,66,28,67,111,66,2,66,19,66,515,67,78,66,60,67,359,66,259,67,45,66,10,66,752,67,0.556364755359524,67,5424,9749,0.07602559277380504,66,404,5314,0.04223290821660046,66,404,9566,0.10818307905686546,66,78,721,0.6848404255319149,67,515,752
PR,2020-09-03,9,49,9,9,49,9,5,66,9736,67,5425,67,370,66,19,67,82,66,2,66,19,66,508,67,73,66,54,67,332,66,258,67,38,66,6,66,739,67,0.5572103533278554,67,5425,9736,0.06965361445783133,66,370,5312,0.03873128860043965,66,370,9553,0.10310734463276836,66,73,708,0.6874154262516915,67,508,739
PR,2020-09-02,9,49,9,9,49,9,3,66,9651,67,5293,67,384,66,25,67,108,66,0,66,10,66,483,66,71,66,46,67,356,66,259,67,28,66,7,66,733,67,0.548440576106103,67,5293,9651,0.07417423218079969,66,384,5177,0.04055766793409379,66,384,9468,0.10113960113960115,66,71,702,0.6589358799454298,66,483,733
PR,2020-09-01,8,50,9,9,49,9,1,66,9507,67,5136,67,402,66,20,67,97,66,0,66,13,66,483,66,71,66,51,67,371,66,252,67,31,66,7,66,716,67,0.5402335121489429,67,5136,9507,0.08017550857598724,66,402,5014,0.0431191676498981,66,402,9323,0.10395314787701318,66,71,683,0.6745810055865922,66,483,716
PR,2020-08-31,8,49,10,9,48,10,3,66,9508,67,5284,67,393,66,12,67,68,66,1,66,12,66,464,66,65,66,50,67,359,66,244,67,34,66,9,66,703,67,0.5557425326041229,67,5284,9508,0.07604489164086688,66,393,5168,0.042162858062439655,66,393,9321,0.09701492537313433,66,65,670,0.6600284495021337,66,464,703
PR,2020-08-30,8,48,11,9,47,11,3,66,9575,66,5324,67,375,66,22,67,53,66,0,66,7,66,475,66,63,66,51,67,343,66,245,67,32,66,8,66,714,67,0.5454830287206266,66,5223,9575,0.07192174913693901,66,375,5214,0.03919062832800852,65,368,9390,0.09251101321585903,66,63,681,0.665266106442577,66,475,714
PR,2020-08-29,8,49,10,9,48,10,3,66,9747,67,5414,67,379,66,30,67,83,66,0,66,8,66,486,66,65,66,63,67,341,66,240,67,38,66,6,66,722,67,0.5554529598850928,67,5414,9747,0.07140165787490581,66,379,5308,0.03963605940179879,66,379,9562,0.09433962264150944,66,65,689,0.6731301939058172,66,486,722
PR,2020-08-28,7,47,13,8,46,13,1,66,9827,67,5465,67,423,66,20,67,115,66,1,66,10,66,480,66,72,66,50,67,393,66,227,67,30,66,9,66,713,67,0.5561208914215936,67,5465,9827,0.07882966828177414,66,423,5366,0.04387056627255756,66,423,9642,0.10588235294117647,66,72,680,0.6732117812061711,66,480,713
PR,2020-08-27,7,48,12,8,47,12,1,66,9575,67,5406,67,418,66,25,67,101,66,2,66,8,66,487,66,74,66,57,67,383,66,229,67,35,66,6,66,724,67,0.5645953002610966,67,5406,9575,0.07874905802562171,66,418,5308,0.044515441959531415,66,418,9390,0.10709117221418235,66,74,691,0.6726519337016574,66,487,724
PR,2020-08-26,7,47,13,8,46,13,1,66,9608,67,5238,67,410,66,28,67,114,66,0,66,27,66,460,66,62,66,57,67,381,66,230,67,29,66,3,66,722,67,0.5451706910907577,67,5238,9608,0.0799064509842136,66,410,5131,0.04351055926987159,66,410,9423,0.0899854862119013,66,62,689,0.6371191135734072,66,460,722
PR,2020-08-25,8,46,13,9,46,12,1,66,9597,67,5107,67,405,66,20,67,85,66,0,66,17,66,463,66,67,66,59,67,376,66,229,67,29,66,2,66,720,67,0.5321454621235803,67,5107,9597,0.08130897410158602,66,405,4981,0.04303931987247609,66,405,9410,0.0975254730713246,66,67,687,0.6430555555555556,66,463,720
PR,2020-08-24,7,46,14,8,46,13,1,66,9691,67,4974,67,379,66,17,66,55,66,5,66,16,66,477,66,71,66,57,67,349,66,230,67,30,66,1,66,741,67,0.5132597255185224,67,4974,9691,0.07804777594728171,66,379,4856,0.03987794612794613,66,379,9504,0.10028248587570622,66,71,708,0.6437246963562753,66,477,741
PR,2020-08-23,7,46,14,8,46,13,1,66,9638,67,5104,67,390,66,9,67,64,66,0,66,9,66,487,67,66,66,55,67,363,66,241,67,27,66,4,66,720,67,0.5295704503008923,67,5104,9638,0.078125,66,390,4992,0.04126547455295736,66,390,9451,0.09606986899563319,66,66,687,0.6763888888888889,67,487,720
PR,2020-08-22,7,44,16,7,45,15,1,66,9693,67,5429,67,419,66,20,67,93,66,0,66,10,66,489,67,67,66,51,67,382,66,256,67,37,66,5,66,731,67,0.5600949138553596,67,5429,9693,0.07889286386744493,66,419,5311,0.04407742478434673,66,419,9506,0.09598853868194843,66,67,698,0.6689466484268126,67,489,731
PR,2020-08-21,7,43,17,7,43,17,2,66,9776,67,5553,67,411,66,21,67,113,66,2,66,11,66,472,67,65,66,55,67,365,66,271,67,46,66,5,66,726,67,0.5680237315875614,67,5553,9776,0.07555147058823529,66,411,5440,0.04286161226405256,66,411,9589,0.09379509379509379,66,65,693,0.650137741046832,67,472,726
PR,2020-08-20,7,37,23,7,38,22,1,66,9722,67,5500,67,412,66,20,67,123,66,1,66,12,66,462,67,57,66,50,67,373,66,255,67,39,66,5,66,714,67,0.5657272166220942,67,5500,9722,0.07653724688835221,66,412,5383,0.04320469798657718,66,412,9536,0.08370044052863436,66,57,681,0.6470588235294118,67,462,714
PR,2020-08-19,7,40,20,7,41,19,0,66,9700,67,5386,67,381,66,22,67,77,66,1,66,12,66,461,67,58,66,51,67,347,66,274,67,34,66,3,66,727,67,0.5552577319587629,67,5386,9700,0.07220011370096646,66,381,5277,0.04005045726900031,66,381,9513,0.08357348703170028,66,58,694,0.6341127922971114,67,461,727
PR,2020-08-18,9,44,14,9,44,14,14,66,9694,67,5241,67,407,66,29,67,88,66,2,66,13,66,466,67,62,66,50,67,375,66,295,67,32,66,6,66,726,67,0.5406436971322468,67,5241,9694,0.07939914163090128,66,407,5126,0.04281056063952877,66,407,9507,0.08946608946608947,66,62,693,0.6418732782369146,67,466,726
PR,2020-08-17,7,45,7,8,43,8,2,59,8579,59,4505,59,405,59,13,59,80,59,3,59,8,59,429,59,54,59,45,59,382,59,238,59,23,59,3,59,682,59,0.5251194777946148,59,4505,8579,0.08990011098779134,59,405,4505,0.0472082993355869,59,405,8579,0.07917888563049853,59,54,682,0.6290322580645161,59,429,682
PR,2020-08-16,7,45,7,8,43,8,1,59,8466,59,4563,59,381,59,18,59,80,59,4,59,7,59,444,59,63,59,48,59,358,59,252,59,23,59,1,59,680,59,0.538979447200567,59,4563,8466,0.08349769888231427,59,381,4563,0.04500354358610914,59,381,8466,0.09264705882352942,59,63,680,0.6529411764705882,59,444,680
PR,2020-08-15,8,45,7,9,44,7,1,60,8793,60,4912,60,398,60,25,60,84,60,0,60,7,60,457,60,66,60,50,60,377,60,239,60,21,60,2,60,668,60,0.5586261799158422,60,4912,8793,0.08102605863192182,60,398,4912,0.045263277607187534,60,398,8793,0.09880239520958084,60,66,668,0.6841317365269461,60,457,668
PR,2020-08-14,8,51,7,9,50,7,1,66,9282,66,5302,66,443,66,18,66,124,66,4,66,9,66,449,66,69,66,53,66,423,66,249,66,20,66,2,66,665,66,0.5712131006248653,66,5302,9282,0.08355337608449642,66,443,5302,0.047726783020900665,66,443,9282,0.1037593984962406,66,69,665,0.675187969924812,66,449,665
PR,2020-08-13,8,51,7,9,49,8,3,66,9453,66,5426,66,478,66,22,66,73,66,0,66,9,66,466,66,79,66,53,66,452,66,263,66,26,66,1,66,680,66,0.5739976726964985,66,5426,9453,0.08809436048654626,66,478,5426,0.05056595789696393,66,478,9453,0.1161764705882353,66,79,680,0.6852941176470588,66,466,680
PR,2020-08-12,8,51,7,9,50,7,3,66,9342,66,5265,66,459,66,19,66,107,66,3,66,7,66,445,66,74,66,54,66,435,66,276,66,24,66,8,66,676,66,0.5635838150289018,66,5265,9342,0.08717948717948718,66,459,5265,0.049132947976878616,66,459,9342,0.10946745562130178,66,74,676,0.658284023668639,66,445,676
PR,2020-08-11,8,51,7,9,50,7,5,66,9203,66,5144,66,438,66,25,66,88,66,3,65,9,66,469,66,79,66,47,66,411,66,274,66,27,66,9,66,674,66,0.5589481690753015,66,5144,9203,0.08514774494556765,66,438,5144,0.0475931761382158,66,438,9203,0.1172106824925816,66,79,674,0.6958456973293768,66,469,674
PR,2020-08-10,9,52,5,9,52,5,14,66,10280,66,5930,66,377,66,28,66,89,66,0,66,14,66,481,66,54,66,57,66,347,66,233,66,30,66,4,66,703,66,0.5768482490272373,66,5930,10280,0.06357504215851602,66,377,5930,0.036673151750972764,66,377,10280,0.07681365576102418,66,54,703,0.6842105263157895,66,481,703
PR,2020-08-09,7,44,7,8,43,7,1,58,8072,57,4371,58,409,58,37,58,64,58,4,58,9,58,455,58,79,58,46,58,388,58,222,58,21,58,10,58,681,58,0.529360753221011,57,4273,8072,0.09357126515671471,58,409,4371,0.04943012884043608,57,399,8072,0.11600587371512482,58,79,681,0.6681350954478708,58,455,681
PR,2020-08-08,7,44,7,8,43,7,2,58,8419,58,4494,58,395,58,14,58,79,58,0,58,15,58,460,58,78,58,48,58,370,58,233,58,25,58,5,58,669,58,0.5337926119491626,58,4494,8419,0.08789497107254117,58,395,4494,0.04691768618600784,58,395,8419,0.11659192825112108,58,78,669,0.6875934230194319,58,460,669
PR,2020-08-07,6,43,9,7,42,9,2,58,8481,58,4571,58,432,58,12,58,80,58,1,58,14,58,464,58,72,58,49,58,399,58,216,58,33,58,6,58,679,58,0.5389694611484495,58,4571,8481,0.09450886020564428,58,432,4571,0.050937389458790235,58,432,8481,0.10603829160530191,58,72,679,0.6833578792341679,58,464,679
PR,2020-08-06,5,38,15,6,37,15,3,57,8502,58,4586,58,446,58,13,58,71,58,8,58,8,58,458,58,75,58,52,58,413,58,238,58,33,58,5,58,668,58,0.539402493530934,58,4586,8502,0.09725250763192324,58,446,4586,0.05245824511879558,58,446,8502,0.1122754491017964,58,75,668,0.6856287425149701,58,458,668
PR,2020-08-05,14,36,9,8,40,11,5,59,8566,59,4389,59,497,59,16,59,63,59,7,59,13,59,453,59,72,59,62,59,456,59,271,59,41,59,6,59,673,59,0.5123745038524399,59,4389,8566,0.11323763955342903,59,497,4389,0.05802007938360962,59,497,8566,0.10698365527488855,59,72,673,0.6731054977711739,59,453,673
PR,2020-08-04,9,37,22,8,39,21,8,68,8748,68,4301,68,520,68,6,68,53,67,2,68,10,68,439,68,74,68,40,68,473,68,162,68,47,68,2,68,684,68,0.491655235482396,68,4301,8748,0.12090211578702627,68,520,4301,0.05944215820759031,68,520,8748,0.10818713450292397,68,74,684,0.6418128654970761,68,439,684
PR,2020-08-03,7,40,21,7,40,21,5,68,8566,68,4145,68,540,68,3,68,45,67,6,68,19,68,435,68,66,68,29,68,506,68,163,68,34,68,2,68,687,68,0.48388979687135186,68,4145,8566,0.13027744270205066,68,540,4145,0.06303992528601447,68,540,8566,0.09606986899563319,68,66,687,0.6331877729257642,68,435,687
PR,2020-08-02,7,36,25,7,35,26,5,66,8178,68,4022,68,571,68,0,68,42,66,3,66,6,65,417,68,65,68,35,68,475,68,164,68,96,68,63,68,635,68,0.491807287845439,68,4022,8178,0.1419691695673794,68,571,4022,0.0698214722426021,68,571,8178,0.10236220472440945,68,65,635,0.6566929133858268,68,417,635
PR,2020-08-01,7,39,22,7,37,24,8,66,8567,68,4270,68,573,67,8,68,29,66,1,65,13,64,429,66,66,65,40,65,538,67,225,67,35,67,2,67,686,66,0.49842418582934517,68,4270,8567,0.13691756272401434,67,573,4185,0.06771448830063814,67,573,8462,0.0967741935483871,65,66,682,0.6253644314868805,66,429,686
PR,2020-07-31,9,37,22,8,36,24,4,68,8572,68,4179,68,492,68,1,68,25,63,16,68,13,68,440,68,62,68,30,68,454,68,110,68,38,68,0,68,690,68,0.4875174988334111,68,4179,8572,0.11773151471643933,68,492,4179,0.05739617358842744,68,492,8572,0.08985507246376812,68,62,690,0.6376811594202898,68,440,690
PR,2020-07-30,4,30,24,6,27,25,11,55,8493,58,4302,58,506,58,8,57,56,58,8,57,15,58,454,58,63,58,29,58,474,58,137,57,32,58,1,57,675,58,0.506534793359237,58,4302,8493,0.11761971176197118,58,506,4302,0.05957847639232309,58,506,8493,0.09333333333333334,58,63,675,0.6725925925925926,58,454,675
PR,2020-07-29,3,21,34,5,19,34,0,58,8503,58,4344,58,501,58,4,57,31,58,14,57,14,58,445,58,66,54,21,58,465,58,87,57,36,58,0,57,671,58,0.5108785134658356,58,4344,8503,0.11533149171270718,58,501,4344,0.05892038104198518,58,501,8503,0.0990990990990991,54,66,666,0.6631892697466468,58,445,671
PR,2020-07-28,5,7,46,5,7,46,14,15,7647,55,4227,58,607,57,13,12,40,12,0,6,5,8,115,13,22,13,14,10,242,14,71,12,9,14,1,12,149,12,0.5232117170132078,55,4001,7647,0.14452380952380953,57,607,4200,0.07650058846606513,55,585,7647,0.14685314685314685,11,21,143,0.7114093959731543,12,106,149
PR,2020-07-27,1,0,57,1,0,57,0,3,8118,55,4229,58,514,57,,0,0,1,,0,5,1,0,3,0,3,0,3,0,3,0,2,5,3,0,2,0,3,0.49310174919931016,55,4003,8118,0.12232270347453593,57,514,4202,0.06060606060606061,55,492,8118,,3,0,0,,3,0,0
PR,2020-07-26,1,0,57,1,0,57,2,3,7961,56,4277,58,542,58,0,2,0,3,,0,6,1,0,3,0,2,0,2,40,3,40,2,6,3,0,2,0,3,0.5189046602185655,56,4131,7961,0.12672433949029693,58,542,4277,0.06720261273709333,56,535,7961,,2,0,0,,3,0,0
PR,2020-07-25,1,0,57,1,0,57,2,1,7749,55,4578,58,571,57,0,2,0,3,,0,6,1,0,3,0,2,0,2,69,3,69,2,6,3,0,2,0,3,0.5617499032133179,55,4353,7749,0.12590959206174202,57,571,4535,0.07136404697380307,55,553,7749,,2,0,0,,3,0,0
PR,2020-07-24,1,0,57,1,0,57,0,3,8298,58,4751,58,453,57,,0,0,1,,0,3,1,0,3,0,2,0,2,1,3,0,2,3,3,0,2,0,3,0.5725476018317667,58,4751,8298,0.09652674195610483,57,453,4693,0.054975728155339805,57,453,8240,,2,0,0,,3,0,0
PR,2020-07-23,1,0,57,1,0,57,0,3,8332,57,4712,58,448,57,,0,0,1,,0,5,1,0,3,0,2,0,2,1,3,0,2,5,3,0,2,0,3,0.5631301008161306,57,4692,8332,0.09548167092924126,57,448,4692,0.05376860297647624,57,448,8332,,2,0,0,,3,0,0
PR,2020-07-22,1,0,57,1,0,57,0,3,8080,56,4625,58,419,56,0,2,0,2,0,2,0,2,0,3,0,2,0,2,1,3,0,2,3,3,0,2,0,3,0.5643564356435643,56,4560,8080,0.0918859649122807,56,419,4560,0.051856435643564354,56,419,8080,,2,0,0,,3,0,0
PR,2020-07-21,1,1,57,2,0,57,0,2,8099,58,4466,58,527,58,1,3,9,4,0,3,1,4,0,3,0,2,0,2,2,4,0,2,4,4,0,2,0,3,0.5514261019878998,58,4466,8099,0.1180026869682042,58,527,4466,0.06506976169897519,58,527,8099,,2,0,0,,3,0,0
PR,2020-07-20,1,1,57,2,0,57,0,2,7964,58,4290,59,487,58,1,3,9,3,0,3,0,3,0,3,0,2,0,2,1,4,0,2,4,4,0,2,0,3,0.5369161225514817,58,4276,7964,0.11389148737137511,58,487,4276,0.06115017579105977,58,487,7964,,2,0,0,,3,0,0
PR,2020-07-19,0,2,57,1,1,57,0,2,8375,59,4679,59,467,59,1,3,9,3,0,3,0,3,0,3,0,2,0,2,1,4,0,2,5,4,0,2,0,3,0.5586865671641791,59,4679,8375,0.09980765120752297,59,467,4679,0.05576119402985075,59,467,8375,,2,0,0,,3,0,0
PR,2020-07-18,0,2,58,1,1,58,0,3,8458,60,4760,60,473,60,1,3,9,3,0,3,0,3,0,3,0,2,0,2,1,4,0,2,6,4,0,2,0,3,0.5627807992433199,60,4760,8458,0.09936974789915966,60,473,4760,0.05592338614329629,60,473,8458,,2,0,0,,3,0,0
PR,2020-07-17,0,2,59,1,1,59,1,4,8499,60,4918,60,457,61,1,3,9,3,0,3,0,3,0,3,0,2,0,2,1,4,0,2,3,4,0,2,0,3,0.5814681107099879,59,4832,8310,0.09272061813745425,60,456,4918,0.052359101070714203,60,445,8499,,2,0,0,,3,0,0
PR,2020-07-16,0,1,59,0,1,59,1,3,8380,58,4851,59,292,60,0,2,0,2,0,2,0,2,0,3,0,2,0,2,4,3,0,2,3,3,0,2,0,3,0.5584177756073739,57,4574,8191,0.05998763141620284,59,291,4851,0.033532219570405725,58,281,8380,,2,0,0,,3,0,0
PR,2020-07-15,0,0,60,0,0,60,1,3,8206,58,4681,59,10,5,0,2,0,2,0,2,0,2,0,3,0,2,0,2,1,3,0,2,4,3,0,2,0,3,0.555818884869652,57,4456,8017,0.072,4,9,125,0.019417475728155338,5,10,515,,2,0,0,,3,0,0
PR,2020-07-14,1,7,60,1,7,60,1,16,9402,68,5165,67,246,68,0,8,0,8,0,8,0,8,0,8,0,8,0,8,16,8,16,8,0,8,0,8,0,8,0.560620861825681,67,5165,9213,0.04743465634075508,67,245,5165,0.02616464582003829,68,246,9402,,8,0,0,,8,0,0
PR,2020-07-13,1,7,60,1,7,60,1,16,9109,66,5125,67,190,65,0,8,0,8,0,8,0,8,0,8,0,8,0,8,16,8,16,8,0,8,0,8,0,8,0.567713004484305,65,5064,8920,0.037815126050420166,64,189,4998,0.02109938922820655,65,190,9005,,8,0,0,,8,0,0
PR,2020-07-12,1,7,60,1,7,60,1,16,8937,64,5073,65,203,65,0,8,0,8,0,8,0,8,0,8,0,8,0,8,16,8,16,8,0,8,0,8,0,8,0.56572930955647,63,4949,8748,0.03963715243541708,64,201,5071,0.022266979970907465,64,199,8937,,8,0,0,,8,0,0
PR,2020-07-11,1,7,60,1,7,60,1,16,9356,67,5405,67,198,68,0,8,0,8,0,8,0,8,0,8,0,8,0,8,16,8,16,8,0,8,0,8,0,8,0.5765244900185448,66,5285,9167,0.0364477335800185,67,197,5405,0.021162890123984607,67,198,9356,,8,0,0,,8,0,0
PR,2020-07-10,6,47,15,6,48,14,2,68,10234,68,5771,67,326,68,24,60,76,60,0,60,4,60,380,60,40,60,37,60,275,60,196,60,20,60,5,60,563,60,0.5745146839223494,67,5771,10045,0.05648934326806446,67,326,5771,0.0318546023060387,68,326,10234,0.07104795737122557,60,40,563,0.6749555950266429,60,380,563
PR,2020-07-09,0,0,60,0,0,60,0,8,8545,59,4720,59,153,60,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.549186213499282,58,4589,8356,0.03220338983050847,59,152,4720,0.017905207723815098,59,153,8545,,,,,,,,
PR,2020-07-08,0,0,60,0,0,60,0,8,8241,58,4650,59,135,60,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.5445175710915187,57,4385,8053,0.028817204301075268,59,134,4650,0.016017473607571896,58,132,8241,,,,,,,,
PR,2020-07-07,0,0,60,0,0,60,0,8,8039,57,4198,57,125,58,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.5176365720106966,56,4065,7853,0.026202953787517864,56,110,4198,0.013835223731771158,56,111,8023,,,,,,,,
PR,2020-07-06,0,0,60,0,0,60,0,8,4726,55,4337,58,110,56,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.8857079938339573,54,4022,4541,0.025659133709981168,55,109,4248,0.023152081563296515,54,109,4708,,,,,,,,
PR,2020-07-05,0,0,60,0,0,60,0,8,8317,58,4356,59,112,58,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.5140819087443119,57,4180,8131,0.02605257036520121,57,112,4299,0.013492350319238646,57,112,8301,,,,,,,,
PR,2020-07-04,0,0,60,0,0,60,0,8,8525,59,4648,59,100,60,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.5434808684178961,58,4531,8337,0.021514629948364887,59,100,4648,0.011730205278592375,59,100,8525,,,,,,,,
PR,2020-07-03,0,0,60,0,0,60,0,8,8429,58,4748,58,112,59,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.5614609877442058,57,4627,8241,0.02316764953664701,58,110,4748,0.013287459959663067,58,112,8429,,,,,,,,
PR,2020-07-02,0,0,60,0,0,60,0,9,8620,58,4760,58,103,60,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.549573055028463,57,4634,8432,0.021218487394957984,58,101,4760,0.011948955916473318,58,103,8620,,,,,,,,
PR,2020-07-01,0,0,60,0,0,60,0,10,8635,58,4467,57,124,57,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.5405540304467182,56,4332,8014,0.026733121884911646,55,118,4414,0.014608859566446749,56,124,8488,,,,,,,,
PR,2020-06-30,0,0,60,0,0,60,0,9,7845,56,4243,57,96,57,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.5493562231759657,54,3968,7223,0.022625559423172553,55,91,4022,0.012367946405565575,55,96,7762,,,,,,,,
PR,2020-06-29,0,0,60,0,0,60,0,10,8273,58,4195,57,118,59,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.5326101163246635,56,4075,7651,0.02598331346841478,57,109,4195,0.014263266046174302,58,118,8273,,,,,,,,
