state,date,critical_staffing_shortage_today_yes,critical_staffing_shortage_today_no,critical_staffing_shortage_today_not_reported,critical_staffing_shortage_anticipated_within_week_yes,critical_staffing_shortage_anticipated_within_week_no,critical_staffing_shortage_anticipated_within_week_not_reported,hospital_onset_covid,hospital_onset_covid_coverage,inpatient_beds,inpatient_beds_coverage,inpatient_beds_used,inpatient_beds_used_coverage,inpatient_beds_used_covid,inpatient_beds_used_covid_coverage,previous_day_admission_adult_covid_confirmed,previous_day_admission_adult_covid_confirmed_coverage,previous_day_admission_adult_covid_suspected,previous_day_admission_adult_covid_suspected_coverage,previous_day_admission_pediatric_covid_confirmed,previous_day_admission_pediatric_covid_confirmed_coverage,previous_day_admission_pediatric_covid_suspected,previous_day_admission_pediatric_covid_suspected_coverage,staffed_adult_icu_bed_occupancy,staffed_adult_icu_bed_occupancy_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid,staffed_icu_adult_patients_confirmed_and_suspected_covid_coverage,staffed_icu_adult_patients_confirmed_covid,staffed_icu_adult_patients_confirmed_covid_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,total_staffed_adult_icu_beds,total_staffed_adult_icu_beds_coverage,inpatient_beds_utilization,inpatient_beds_utilization_coverage,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator,percent_of_inpatients_with_covid,percent_of_inpatients_with_covid_coverage,percent_of_inpatients_with_covid_numerator,percent_of_inpatients_with_covid_denominator,inpatient_bed_covid_utilization,inpatient_bed_covid_utilization_coverage,inpatient_bed_covid_utilization_numerator,inpatient_bed_covid_utilization_denominator,adult_icu_bed_covid_utilization,adult_icu_bed_covid_utilization_coverage,adult_icu_bed_covid_utilization_numerator,adult_icu_bed_covid_utilization_denominator,adult_icu_bed_utilization,adult_icu_bed_utilization_coverage,adult_icu_bed_utilization_numerator,adult_icu_bed_utilization_denominator
PR,2020-03-14,0,0,1,0,0,1,0,1,213,1,120,1,1,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.5633802816901409,1,120,213,0.008333333333333333,1,1,120,0.004694835680751174,1,1,213,,,,,,,,
PR,2020-03-13,0,0,1,0,0,1,0,1,213,1,150,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.704225352112676,1,150,213,0.0,1,0,150,0.0,1,0,213,,,,,,,,
PR,2020-03-12,0,0,1,0,0,1,0,1,213,1,142,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.6666666666666666,1,142,213,0.0,1,0,142,0.0,1,0,213,,,,,,,,
PR,2020-03-11,0,0,1,0,0,1,0,1,213,1,167,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.784037558685446,1,167,213,0.0,1,0,167,0.0,1,0,213,,,,,,,,
PR,2020-03-10,0,0,1,0,0,1,0,1,213,1,165,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.7746478873239436,1,165,213,0.0,1,0,165,0.0,1,0,213,,,,,,,,
PR,2020-03-09,0,0,1,0,0,1,0,1,213,1,149,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.6995305164319249,1,149,213,0.0,1,0,149,0.0,1,0,213,,,,,,,,
PR,2020-03-08,0,0,1,0,0,1,0,1,213,1,140,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.6572769953051644,1,140,213,0.0,1,0,140,0.0,1,0,213,,,,,,,,
PR,2020-03-07,0,0,1,0,0,1,0,1,213,1,150,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.704225352112676,1,150,213,0.0,1,0,150,0.0,1,0,213,,,,,,,,
PR,2020-03-06,0,0,1,0,0,1,0,1,213,1,175,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.8215962441314554,1,175,213,0.0,1,0,175,0.0,1,0,213,,,,,,,,
PR,2020-03-05,0,0,1,0,0,1,0,1,213,1,183,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.8591549295774648,1,183,213,0.0,1,0,183,0.0,1,0,213,,,,,,,,
PR,2020-03-04,0,0,1,0,0,1,0,1,213,1,194,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.9107981220657277,1,194,213,0.0,1,0,194,0.0,1,0,213,,,,,,,,
PR,2020-03-03,0,0,1,0,0,1,0,1,213,1,186,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.8732394366197183,1,186,213,0.0,1,0,186,0.0,1,0,213,,,,,,,,
PR,2020-03-02,0,0,1,0,0,1,0,1,213,1,178,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.8356807511737089,1,178,213,0.0,1,0,178,0.0,1,0,213,,,,,,,,
PR,2020-03-01,0,0,1,0,0,1,0,1,213,1,167,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.784037558685446,1,167,213,0.0,1,0,167,0.0,1,0,213,,,,,,,,
PR,2020-11-14,1,0,68,1,0,68,2,67,9367,69,5464,69,570,67,40,67,58,65,0,66,6,64,460,69,79,67,80,67,544,67,432,67,26,67,3,66,678,69,0.583324436852781,69,5464,9367,0.10817992028847978,67,570,5269,0.06267179769103903,67,570,9095,0.1264,67,79,625,0.6784660766961652,69,460,678
PR,2020-11-13,1,0,68,1,0,68,3,67,9368,68,5496,69,587,67,50,68,60,66,0,67,8,66,456,69,77,67,79,68,557,67,435,68,30,67,3,67,675,68,0.5824081981212639,68,5456,9368,0.11081744383613366,67,587,5297,0.06453386103781882,66,587,9096,0.12399355877616747,66,77,621,0.6755555555555556,68,456,675
PR,2020-11-12,6,52,11,6,52,11,2,67,9302,68,5508,68,597,67,44,68,62,67,1,67,16,67,473,68,76,67,76,68,554,67,407,68,43,67,6,67,683,68,0.5921307245753601,68,5508,9302,0.11230248306997742,66,597,5316,0.06611295681063123,66,597,9030,0.12082670906200318,66,76,629,0.6925329428989752,68,473,683
PR,2020-11-11,8,51,10,8,51,10,1,66,9361,68,5411,68,594,66,87,65,78,65,1,64,13,65,471,68,72,66,70,66,557,66,415,66,37,66,8,65,679,68,0.5780365345582736,68,5411,9361,0.11385853939045429,66,594,5217,0.06535372428209923,66,594,9089,0.11483253588516747,66,72,627,0.6936671575846833,68,471,679
PR,2020-11-10,8,49,12,8,49,12,1,66,9302,68,5222,68,568,66,54,65,62,62,6,65,9,63,439,68,75,66,69,64,538,66,372,65,30,66,7,63,682,68,0.5613846484626962,68,5222,9302,0.11296738265712013,66,568,5028,0.0629014396456257,66,568,9030,0.11904761904761904,66,75,630,0.6436950146627566,68,439,682
PR,2020-11-09,8,45,16,8,45,16,4,66,9213,68,5217,68,555,66,91,64,71,63,2,63,3,63,432,68,70,66,65,65,518,66,363,65,37,66,11,64,684,68,0.5662650602409639,68,5217,9213,0.11053574985062736,66,555,5021,0.062122229684351916,66,555,8934,0.1111111111111111,66,70,630,0.631578947368421,68,432,684
PR,2020-11-08,8,49,12,8,49,12,3,66,9196,68,5296,68,534,66,99,64,66,63,2,63,15,63,447,68,65,66,65,64,498,66,365,65,36,66,9,63,695,68,0.5759025663331884,68,5296,9196,0.10466483731869855,66,534,5102,0.05982522966614385,66,534,8926,0.10140405616224649,66,65,641,0.6431654676258993,68,447,695
PR,2020-11-07,8,49,12,8,49,12,1,66,9333,67,5380,67,542,66,114,64,71,63,0,63,8,63,425,67,69,66,69,65,513,66,370,65,29,66,8,64,682,67,0.5764491588985321,67,5380,9333,0.10467361915797606,65,542,5178,0.059816797262995255,65,542,9061,0.10987261146496816,65,69,628,0.6231671554252199,67,425,682
PR,2020-11-06,8,49,12,8,49,12,1,65,9204,67,5227,67,533,65,91,65,74,62,0,64,6,62,437,68,68,65,65,65,504,65,322,65,29,65,6,64,681,68,0.5679052585832247,67,5227,9204,0.10640846476342583,64,533,5009,0.06001576399054161,64,533,8881,0.10914927768860354,65,68,623,0.6417033773861968,68,437,681
PR,2020-11-05,8,48,13,8,48,13,1,65,9329,68,5233,68,500,65,86,63,76,61,5,61,9,62,438,68,60,65,62,63,458,65,369,63,42,65,7,62,688,68,0.5609390073962911,68,5233,9329,0.09966115208291808,65,500,5017,0.05550621669626998,65,500,9008,0.09538950715421304,65,60,629,0.6366279069767442,68,438,688
PR,2020-11-04,8,48,13,8,48,13,1,66,9187,67,5132,67,539,66,74,63,94,60,5,63,12,62,452,67,60,66,65,64,496,66,349,64,43,66,8,63,675,67,0.5586154348535974,67,5132,9187,0.10895492217505559,65,539,4947,0.06043956043956044,65,539,8918,0.096,65,60,625,0.6696296296296296,67,452,675
PR,2020-11-03,8,44,17,8,44,17,2,63,8970,67,4806,67,505,68,12,64,51,62,1,63,14,62,436,67,63,68,48,63,458,68,357,64,47,68,8,62,681,67,0.5357859531772575,67,4806,8970,0.10755441741357234,66,504,4686,0.05738358191961744,66,504,8783,0.09692307692307692,66,63,650,0.6402349486049926,67,436,681
PR,2020-11-02,8,46,15,8,46,15,2,66,9320,68,5153,68,518,66,72,56,61,57,0,58,11,55,441,68,68,66,42,59,487,66,315,59,31,66,6,58,685,68,0.5528969957081545,68,5153,9320,0.10473109583501819,66,518,4946,0.05729454706337794,66,518,9041,0.10742496050552923,66,68,633,0.6437956204379562,68,441,685
PR,2020-11-01,8,44,17,8,45,16,1,66,9201,68,5157,68,499,66,92,62,77,61,0,64,6,64,423,68,61,66,44,65,475,66,340,65,24,66,7,64,666,68,0.5604825562438865,68,5157,9201,0.10028135048231511,66,499,4976,0.05587905935050392,66,499,8930,0.0993485342019544,66,61,614,0.6351351351351351,68,423,666
PR,2020-10-31,8,46,15,8,46,15,1,64,9304,67,5394,67,499,65,76,63,84,60,0,62,6,60,438,67,60,65,55,63,473,65,338,63,26,65,8,62,669,67,0.5797506448839209,67,5394,9304,0.09568552253116011,65,499,5215,0.05524189084468062,65,499,9033,0.09724473257698542,65,60,617,0.6547085201793722,67,438,669
PR,2020-10-30,8,47,14,8,47,14,2,65,9408,68,5577,68,531,65,105,64,117,61,1,63,9,59,459,68,58,65,56,64,489,65,348,64,42,65,8,63,668,68,0.5927933673469388,68,5577,9408,0.10007538635506973,65,531,5306,0.058914900698990344,65,531,9013,0.09492635024549918,65,58,611,0.687125748502994,68,459,668
PR,2020-10-29,8,46,15,8,46,15,1,67,9264,68,5420,68,500,67,128,68,68,67,0,67,11,67,465,68,60,67,56,68,457,67,325,68,43,67,5,67,672,68,0.5850604490500864,68,5420,9264,0.094553706505295,67,500,5288,0.055084278946788585,67,500,9077,0.093603744149766,67,60,641,0.6919642857142857,68,465,672
PR,2020-10-28,8,42,19,8,42,19,2,68,9315,69,5342,69,505,68,108,69,102,68,0,68,14,68,484,69,57,68,53,69,468,68,302,69,37,68,3,68,689,69,0.5734836285560924,69,5342,9315,0.09691038188447515,68,505,5211,0.05532427695004382,68,505,9128,0.08662613981762918,68,57,658,0.7024673439767779,69,484,689
PR,2020-10-27,7,39,23,7,39,23,1,68,9205,69,5146,69,468,68,33,69,97,68,3,68,14,68,483,69,56,68,42,69,430,68,292,69,38,68,4,68,677,69,0.5590439978272678,69,5146,9205,0.09330143540669857,68,468,5016,0.05189620758483034,68,468,9018,0.08668730650154799,68,56,646,0.7134416543574594,69,483,677
PR,2020-10-26,9,51,7,9,51,7,3,66,9543,67,5311,67,427,66,16,67,54,66,0,66,8,66,478,67,55,66,50,67,389,66,269,67,38,66,8,66,673,67,0.5565335848265744,67,5311,9543,0.0823053199691596,66,427,5188,0.04563916203505772,66,427,9356,0.08566978193146417,66,55,642,0.7102526002971769,67,478,673
PR,2020-10-25,9,50,8,9,50,8,2,66,9660,67,5394,67,442,66,10,67,50,66,0,66,14,66,474,67,57,66,43,67,396,66,236,67,46,66,4,66,679,67,0.5583850931677019,67,5394,9660,0.08377558756633814,66,442,5276,0.04665892536683205,66,442,9473,0.08796296296296297,66,57,648,0.6980854197349042,67,474,679
PR,2020-10-24,9,50,8,9,50,8,2,66,9795,67,5677,67,470,66,30,67,85,66,0,66,15,66,496,67,57,66,35,67,424,66,302,67,46,66,6,66,675,67,0.5795814190913732,67,5677,9795,0.08468468468468468,66,470,5550,0.048917568692756035,66,470,9608,0.08850931677018634,66,57,644,0.7348148148148148,67,496,675
PR,2020-10-23,9,51,7,9,51,7,1,66,9824,67,5753,67,447,66,23,67,116,66,0,66,7,66,468,67,48,66,44,67,414,66,271,67,33,66,7,66,670,67,0.58560667752443,67,5753,9824,0.07960819234194123,66,447,5615,0.04638372937636194,66,447,9637,0.07511737089201878,66,48,639,0.6985074626865672,67,468,670
PR,2020-10-22,9,51,7,9,51,7,2,66,9869,67,5769,67,467,66,19,67,112,66,0,66,7,66,465,67,50,66,48,67,428,66,289,67,39,66,8,66,668,67,0.5845577059479177,67,5769,9869,0.0828014184397163,66,467,5640,0.04823383598430076,66,467,9682,0.07849293563579278,66,50,637,0.6961077844311377,67,465,668
PR,2020-10-21,8,50,9,8,50,9,1,66,9736,67,5595,67,447,66,21,67,110,66,0,66,9,66,477,67,59,66,62,67,408,66,290,67,39,66,9,66,668,67,0.5746713229252259,67,5595,9736,0.08180819912152269,66,447,5464,0.04680628272251309,66,447,9550,0.09262166405023547,66,59,637,0.7140718562874252,67,477,668
PR,2020-10-20,9,51,7,9,51,7,0,66,9746,67,5398,67,452,66,26,67,91,66,0,66,11,66,474,67,58,66,54,67,408,66,287,67,44,66,11,66,675,67,0.55386825364252,67,5398,9746,0.08588257647729432,66,452,5263,0.047280334728033474,66,452,9560,0.09006211180124224,66,58,644,0.7022222222222222,67,474,675
PR,2020-10-19,9,51,7,9,51,7,0,66,9620,67,5377,67,404,66,18,67,71,66,0,66,9,66,480,67,61,66,45,67,353,66,226,67,51,66,11,66,678,67,0.5589397089397089,67,5377,9620,0.07699637888317133,66,404,5247,0.04281475201356507,66,404,9436,0.09428129829984544,66,61,647,0.7079646017699115,67,480,678
PR,2020-10-18,9,50,8,9,50,8,0,66,9544,67,5419,67,333,66,14,67,47,66,1,66,14,66,470,67,56,66,43,67,293,66,154,67,40,66,14,66,675,67,0.56779128248114,67,5419,9544,0.06283018867924528,66,333,5300,0.035576923076923075,66,333,9360,0.08695652173913043,66,56,644,0.6962962962962963,67,470,675
PR,2020-10-17,9,51,7,9,51,7,0,66,9722,67,5603,67,353,66,14,67,50,66,0,66,18,66,468,67,54,66,48,67,305,66,195,67,48,66,15,66,665,67,0.5763217444970171,67,5603,9722,0.06431043905993805,66,353,5489,0.037009855315579786,66,353,9538,0.08517350157728706,66,54,634,0.7037593984962406,67,468,665
PR,2020-10-16,9,51,7,9,51,7,0,66,9750,67,5539,67,381,66,20,67,80,66,0,66,20,66,493,67,62,66,42,67,321,66,189,67,60,66,11,66,677,67,0.5681025641025641,67,5539,9750,0.07039911308203992,66,381,5412,0.03982855948149697,66,381,9566,0.09597523219814241,66,62,646,0.7282127031019202,67,493,677
PR,2020-10-15,9,51,7,9,51,7,1,66,9748,67,5542,67,399,66,17,67,60,66,0,66,21,66,473,67,60,66,50,67,347,66,219,67,52,66,11,66,672,67,0.5685268773081658,67,5542,9748,0.07364341085271318,66,399,5418,0.041723308585172016,66,399,9563,0.093603744149766,66,60,641,0.7038690476190477,67,473,672
PR,2020-10-14,9,51,7,9,51,7,0,66,9743,67,5367,67,384,66,21,67,56,66,3,66,16,66,470,67,51,66,45,67,349,66,202,67,35,66,10,66,671,67,0.55085702555681,67,5367,9743,0.07314285714285715,66,384,5250,0.0401673640167364,66,384,9560,0.0796875,66,51,640,0.7004470938897168,67,470,671
PR,2020-10-13,8,50,9,8,50,9,1,66,9695,67,5239,67,336,66,13,67,60,66,1,66,9,66,466,67,52,66,46,67,304,66,207,67,32,66,6,66,678,67,0.5403816400206292,67,5239,9695,0.06565064478311841,66,336,5118,0.03533123028391167,66,336,9510,0.080370942812983,66,52,647,0.6873156342182891,67,466,678
PR,2020-10-12,9,51,7,9,51,7,1,66,9720,67,5219,67,350,66,17,67,54,66,0,66,14,66,465,67,52,66,40,67,320,66,209,67,30,66,5,66,668,67,0.5369341563786009,67,5219,9720,0.06861399725544011,66,350,5101,0.03670686942842161,66,350,9535,0.08163265306122448,66,52,637,0.6961077844311377,67,465,668
PR,2020-10-11,9,51,7,9,51,7,1,65,9609,67,5390,67,355,66,27,66,85,66,0,66,20,66,459,67,49,66,41,67,325,66,193,67,30,66,8,66,664,67,0.5609324591528775,67,5390,9609,0.06726032588101553,66,355,5278,0.037669779286926997,66,355,9424,0.07740916271721959,66,49,633,0.6912650602409639,67,459,664
PR,2020-10-10,8,50,9,8,50,9,1,66,9754,67,5535,67,368,66,17,67,50,66,0,66,19,66,471,67,53,66,47,67,336,66,206,67,32,66,8,66,692,67,0.5674595037933156,67,5535,9754,0.06802218114602587,66,368,5410,0.03845751907200334,66,368,9569,0.08018154311649017,66,53,661,0.680635838150289,67,471,692
PR,2020-10-09,9,51,7,9,51,7,1,66,9727,67,5614,67,374,66,20,67,84,66,0,66,29,66,444,67,54,66,50,67,339,66,212,67,35,66,6,66,676,67,0.5771563688701552,67,5614,9727,0.06838544523678917,66,374,5469,0.03919513728778034,66,374,9542,0.08372093023255814,66,54,645,0.6568047337278107,67,444,676
PR,2020-10-08,11,50,6,12,48,7,13,65,8565,65,5186,66,656,66,62,67,79,66,0,65,13,66,450,65,64,61,49,61,492,65,239,65,25,65,7,64,620,62,0.5826036193812025,65,4990,8565,0.12941643509329098,65,652,5038,0.07721685165294188,64,647,8379,0.09897610921501707,59,58,586,0.7096774193548387,62,440,620
PR,2020-10-07,11,49,7,12,47,8,12,65,8603,65,5156,66,652,66,55,67,76,66,0,65,10,66,451,65,66,63,48,63,484,66,244,66,24,66,6,65,628,63,0.5771242589794258,65,4965,8603,0.1290579565823541,65,648,5021,0.07651182131400737,64,644,8417,0.1026936026936027,61,61,594,0.7085987261146497,63,445,628
PR,2020-10-06,9,51,7,9,51,7,3,66,9588,67,5239,67,344,66,17,67,68,66,0,66,14,66,451,67,60,66,47,67,319,66,233,67,25,66,7,66,669,67,0.5464121818940342,67,5239,9588,0.06757022196032214,66,344,5091,0.03658796000850883,66,344,9402,0.09404388714733543,66,60,638,0.6741405082212257,67,451,669
PR,2020-10-05,9,50,8,9,50,8,1,66,9820,67,5319,67,344,66,41,67,47,66,1,66,21,66,447,67,55,66,42,67,303,66,211,67,41,66,10,66,678,67,0.5416496945010183,67,5319,9820,0.06628131021194605,66,344,5190,0.03570316554229372,66,344,9635,0.08500772797527048,66,55,647,0.6592920353982301,67,447,678
PR,2020-10-04,8,49,10,8,49,10,1,66,9520,67,5209,67,344,66,39,67,52,66,2,66,14,66,456,67,48,66,36,67,301,66,211,67,43,66,9,66,685,67,0.5471638655462185,67,5209,9520,0.06753042795445623,66,344,5094,0.03685451039211485,66,344,9334,0.07339449541284404,66,48,654,0.6656934306569343,67,456,685
PR,2020-10-03,9,50,8,9,50,8,1,66,9810,67,5578,67,371,66,23,67,81,66,0,66,13,66,459,67,56,66,42,67,329,66,214,67,42,66,7,66,675,67,0.5686034658511723,67,5578,9810,0.06793627540743453,66,371,5461,0.03854945968412302,66,371,9624,0.08695652173913043,66,56,644,0.68,67,459,675
PR,2020-10-02,9,50,8,9,50,8,1,66,9804,67,5669,67,363,66,27,67,80,66,1,66,7,66,463,67,58,66,45,67,320,66,226,67,43,66,11,66,679,67,0.5782333741330069,67,5669,9804,0.06539362277067196,66,363,5551,0.03773781058322071,66,363,9619,0.08950617283950617,66,58,648,0.6818851251840943,67,463,679
PR,2020-10-01,9,51,7,9,51,7,0,66,9813,67,5655,67,336,66,23,67,77,66,1,66,19,66,473,67,58,66,46,67,289,66,212,67,47,66,11,66,676,67,0.576276368083155,67,5655,9813,0.06073752711496746,66,336,5532,0.03489821354383049,66,336,9628,0.08992248062015504,66,58,645,0.6997041420118343,67,473,676
PR,2020-09-30,9,49,9,9,49,9,3,66,9994,67,5540,67,342,66,26,67,90,66,1,66,10,66,461,67,61,66,47,67,302,66,215,67,40,66,11,66,669,67,0.5543325995597358,67,5540,9994,0.06313457633376407,66,342,5417,0.034865939443368334,66,342,9809,0.09561128526645768,66,61,638,0.6890881913303438,67,461,669
PR,2020-09-29,10,50,8,10,50,8,2,67,9778,68,5354,68,371,67,23,68,63,67,0,67,8,67,472,68,67,67,51,68,330,67,216,68,41,67,10,67,679,68,0.5475557373696053,68,5354,9778,0.07092334161728159,67,371,5231,0.03867403314917127,67,371,9593,0.10339506172839506,67,67,648,0.695139911634757,68,472,679
PR,2020-09-28,10,50,8,10,50,8,3,67,9784,68,5382,68,358,67,20,68,75,67,1,67,13,67,472,68,68,67,54,68,320,67,217,68,38,67,6,67,680,68,0.5500817661488144,68,5382,9784,0.06795747911921032,67,358,5268,0.03729555161996041,67,358,9599,0.10477657935285054,67,68,649,0.6941176470588235,68,472,680
PR,2020-09-27,10,50,8,10,50,8,2,67,9833,68,5495,68,365,67,20,68,59,67,1,67,17,67,472,68,64,67,55,68,333,67,211,68,32,67,3,67,679,68,0.5588325027967049,68,5495,9833,0.06774313288789903,67,365,5388,0.037827754171416726,67,365,9649,0.09876543209876543,67,64,648,0.695139911634757,68,472,679
PR,2020-09-26,10,50,8,10,50,8,3,67,10014,68,5818,68,358,67,22,68,93,67,0,67,18,67,468,68,58,67,55,68,329,67,233,68,29,67,2,67,673,68,0.5809866187337727,68,5818,10014,0.06268604447557345,67,358,5711,0.03641912512716175,67,358,9830,0.09034267912772585,67,58,642,0.6953937592867756,68,468,673
PR,2020-09-25,10,50,8,10,50,8,3,67,9848,68,5678,68,393,67,17,68,100,66,1,67,12,67,510,68,66,67,52,68,364,67,237,68,29,67,5,67,732,68,0.5765637692932575,68,5678,9848,0.07056922248159454,67,393,5569,0.040666390728476824,67,393,9664,0.09415121255349501,67,66,701,0.6967213114754098,68,510,732
PR,2020-09-24,9,50,8,9,50,8,3,66,9825,67,5633,67,382,66,23,67,91,66,2,66,18,66,511,67,64,66,55,67,352,66,266,67,30,66,5,66,721,67,0.5733333333333334,67,5633,9825,0.06925308194343727,66,382,5516,0.03961422793736389,66,382,9643,0.0927536231884058,66,64,690,0.7087378640776699,67,511,721
PR,2020-09-23,9,50,8,9,50,8,3,66,9807,67,5545,67,392,66,29,67,100,66,2,66,12,66,493,67,62,66,56,67,361,66,275,67,31,66,5,66,720,67,0.565412460487407,67,5545,9807,0.0722847132583441,66,392,5423,0.040731504571903575,66,392,9624,0.0899854862119013,66,62,689,0.6847222222222222,67,493,720
PR,2020-09-22,9,50,8,10,49,8,2,66,9683,67,5331,67,383,66,24,67,86,66,2,66,9,66,481,67,62,66,50,67,351,66,281,67,32,66,5,66,732,67,0.5505525147165135,67,5331,9683,0.07348426707597851,66,383,5212,0.04031578947368421,66,383,9500,0.0884450784593438,66,62,701,0.657103825136612,67,481,732
PR,2020-09-21,9,50,8,11,48,8,4,66,9757,67,5357,67,405,66,35,67,68,66,5,66,12,66,488,67,62,66,51,67,374,66,284,67,31,66,5,66,741,67,0.5490417136414881,67,5357,9757,0.07717225609756098,66,405,5248,0.04230206810110716,66,405,9574,0.08732394366197183,66,62,710,0.6585695006747638,67,488,741
PR,2020-09-20,9,50,8,10,49,8,5,66,9728,67,5319,67,400,66,15,67,48,65,5,66,12,66,486,67,63,66,53,67,363,66,265,67,37,66,6,66,723,67,0.5467722039473685,67,5319,9728,0.07673124880107424,66,400,5213,0.041906757464641176,66,400,9545,0.09104046242774566,66,63,692,0.6721991701244814,67,486,723
PR,2020-09-19,9,50,8,10,49,8,5,66,9908,67,5642,67,425,66,21,67,97,66,4,66,25,66,504,67,60,66,51,67,376,66,258,67,49,66,6,66,726,67,0.5694388373031893,67,5642,9908,0.07681185613591181,66,425,5533,0.043701799485861184,66,425,9725,0.08633093525179857,66,60,695,0.6942148760330579,67,504,726
PR,2020-09-18,9,50,8,10,49,8,5,66,9785,67,5599,67,456,66,15,67,90,66,4,66,21,66,502,67,69,66,55,67,408,66,261,67,48,66,6,66,738,67,0.5722023505365356,67,5599,9785,0.08307524139187465,66,456,5489,0.04749010622786919,66,456,9602,0.09759547383309759,66,69,707,0.6802168021680217,67,502,738
PR,2020-09-17,9,50,8,10,49,8,5,66,9841,67,5576,67,461,66,24,67,112,66,1,66,18,66,487,67,67,66,48,67,410,66,252,67,51,66,5,66,730,67,0.5666090844426379,67,5576,9841,0.08423168280650466,66,461,5473,0.04773244978256368,66,461,9658,0.09585121602288985,66,67,699,0.6671232876712329,67,487,730
PR,2020-09-16,9,50,8,9,50,8,5,66,9752,67,5296,67,449,66,16,67,115,66,5,66,25,66,491,67,67,66,47,67,402,66,243,67,47,66,5,66,734,67,0.5430680885972108,67,5296,9752,0.08642925890279114,66,449,5195,0.046922353432960605,66,449,9569,0.0953058321479374,66,67,703,0.6689373297002725,67,491,734
PR,2020-09-15,9,50,8,9,50,8,5,66,9754,67,5169,67,422,66,26,67,96,66,2,66,17,66,463,67,64,66,40,67,385,66,218,67,37,66,8,66,720,67,0.5299364363338118,67,5169,9754,0.08331688055281343,66,422,5065,0.04409152648626058,66,422,9571,0.09288824383164006,66,64,689,0.6430555555555556,67,463,720
PR,2020-09-14,9,50,8,9,50,8,4,66,9671,67,5088,67,428,66,26,67,73,66,0,66,12,66,464,67,62,66,42,67,392,66,224,67,36,66,4,66,722,67,0.5261089856271327,67,5088,9671,0.08587479935794542,66,428,4984,0.0451191229179844,66,428,9486,0.08972503617945007,66,62,691,0.6426592797783933,67,464,722
PR,2020-09-13,9,50,8,9,50,8,3,66,9582,67,5190,67,408,66,29,67,93,66,0,66,18,66,477,67,66,66,47,67,373,66,221,67,35,66,3,66,729,67,0.5416405760801503,67,5190,9582,0.08018867924528301,66,408,5088,0.043418112163456424,66,408,9397,0.09455587392550144,66,66,698,0.654320987654321,67,477,729
PR,2020-01-05,0,0,1,0,0,1,0,1,146,1,61,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.4178082191780822,1,61,146,0.0,1,0,61,0.0,1,0,146,,,,,,,,
PR,2020-01-04,0,0,1,0,0,1,0,1,146,1,61,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.4178082191780822,1,61,146,0.0,1,0,61,0.0,1,0,146,,,,,,,,
PR,2020-01-03,0,0,1,0,0,1,0,1,146,1,61,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.4178082191780822,1,61,146,0.0,1,0,61,0.0,1,0,146,,,,,,,,
PR,2020-01-02,0,0,1,0,0,1,0,1,146,1,61,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.4178082191780822,1,61,146,0.0,1,0,61,0.0,1,0,146,,,,,,,,
PR,2020-01-01,0,0,1,0,0,1,0,1,146,1,61,1,0,1,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0.4178082191780822,1,61,146,0.0,1,0,61,0.0,1,0,146,,,,,,,,
